"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate8","gradRate9","gradRate10","gradRate11","gradRate12","averageTTD"
"Accountancy - 178.json","123","87.5","177","62","115","174","62","717","177","540","776","177","28","33","0.41","0.86","0.98","1.0","1.0","8.7536"
"Applied Baccalaureate - 83.json","118","87.5","155","51","104","110","51","569","107","462","431","107","17","25","0.33","0.77","0.94","0.99","1.0","8.9822"
"BBA Accounting - 21.json","120","87.5","166","60","106","150","60","705","202","503","706","202","21","32","0.57","0.92","0.99","1.0","1.0","8.5082"
"Behavior Science - 120.json","123","87.5","148","41","107","117","41","560","92","468","448","92","23","20","0.33","0.82","0.97","1.0","1.0","8.8756"
"BFA Dance - 172.json","101","87.5","79","12","67","29","12","318","38","280","125","38","42","6","0.93","0.99","1.0","1.0","1.0","7.3928"
"Biology - 44.json","123","87.5","181","56","125","83","56","527","106","421","229","106","31","17","0.25","0.78","0.96","1.0","1.0","1.8354222038458993e167"
"Biomedical Sciences - 143.json","115","87.5","296","98","198","324","98","1112","268","844","1220","268","17","35","0.58","0.88","0.97","0.99","1.0","8.4782"
"BS Biochemistry - 47.json","120","87.5","212","68","144","142","68","671","143","528","459","143","27","18","0.43","0.86","0.98","1.0","1.0","8.7372"
"Chemical Engineering - 48.json","123","87.5","437","180","257","669","180","1570","426","1144","2840","426","25","34","0.14","0.51","0.78","0.92","0.97","9.6924"
"Chemistry and Biochemistry - 32.json","123","87.5","190","76","114","255","76","978","246","732","1452","246","5","27","0.23","0.69","0.92","0.98","1.0","9.19"
"Civil Engineering - 191.json","126","87.5","334","127","207","404","127","1231","330","901","1583","330","20","38","0.11","0.54","0.85","0.96","0.99","9.5472"
"Computer Information Systems - 183.json","124","87.5","155","53","102","142","53","547","122","425","566","122","30","25","0.38","0.84","0.98","1.0","1.0","8.8038"
"Computer Science - 164.json","122","87.5","72","14","58","31","14","319","49","270","142","49","29","11","0.4","0.85","0.97","1.0","1.0","8.7816"
"Criminal Justice - 181.json","123","87.5","73","12","61","21","12","299","31","268","89","31","31","10","0.38","0.85","0.98","1.0","1.0","8.8028"
"Early Childhood Education - 189.json","126","87.5","155","54","101","129","54","734","216","518","708","216","26","21","0.25","0.71","0.93","0.99","1.0","9.1252"
"Electrical Engineering - 192.json","127","87.5","371","150","221","490","150","1317","392","925","2026","392","19","38","0.05","0.39","0.75","0.92","0.97","9.9376"
"Engineering Design and Technology - 162.json","127","87.5","141","46","95","100","46","536","129","407","425","129","27","27","0.25","0.75","0.95","0.99","1.0","9.0624"
"Exercise Science - 156.json","114","87.5","149","47","102","149","47","533","115","418","572","115","23","25","0.68","0.93","0.99","1.0","1.0","8.2678"
"Film, Vedio and Media - 124.json","123","87.5","66","14","52","30","14","244","27","217","108","27","30","12","0.21","0.78","0.96","0.99","1.0","9.063"
"Finance - 180.json","122","87.5","164","58","106","157","58","655","157","498","735","157","28","27","0.27","0.79","0.96","0.99","1.0","8.9806"
"General Psychology - 129.json","123","87.5","75","15","60","34","15","268","22","246","108","22","31","14","0.31","0.81","0.97","1.0","1.0","8.9126"
"Geography - 43.json","120","87.5","52","4","48","9","4","198","6","192","21","6","37","3","0.44","0.88","0.98","1.0","1.0","8.6944"
"Graph Design - 173.json","122","87.5","164","63","101","166","63","639","183","456","724","183","25","34","0.34","0.8","0.95","0.99","1.0","8.9236"
"HCM-Clinical - 70.json","138","87.5","169","54","115","118","54","667","116","551","450","116","24","25","0.02","0.5","0.89","0.98","1.0","9.6128"
"HCM-RDSC - 71.json","115","87.5","140","47","93","97","47","559","105","454","399","105","22","21","0.68","0.93","0.99","1.0","1.0","8.2702"
"Human Resource Management - 118.json","122","87.5","72","13","59","30","13","282","30","252","111","30","33","9","0.48","0.89","0.99","1.0","1.0","8.628"
"Integrated Supply Management - 184.json","129","87.5","145","51","94","123","51","520","129","391","527","129","32","30","0.08","0.58","0.9","0.98","1.0","9.4606"
"Interdisciplinary Health Services - 193.json","122","87.5","65","11","54","17","11","307","42","265","88","42","31","8","0.45","0.87","0.98","1.0","1.0","8.691"
"Management - 185.json","131","87.5","150","52","98","133","52","481","103","378","429","103","29","28","0.03","0.58","0.9","0.98","1.0","9.5148"
"Marketing - 182.json","122","87.5","150","54","96","141","54","616","163","453","677","163","29","31","0.35","0.82","0.97","0.99","1.0","8.8678"
"Mathematics - 42.json","120","87.5","121","32","89","103","32","428","70","358","349","70","28","14","0.45","0.87","0.98","1.0","1.0","8.6894"
"Mechanical Engineering - 165.json","128","87.5","400","167","233","625","167","1394","418","976","2446","418","17","56","0.15","0.6","0.87","0.96","0.99","9.4326"
"Music Theatre Performance - 158.json","111","87.5","128","39","89","114","39","590","155","435","636","155","30","17","0.45","0.82","0.95","0.99","1.0","8.8034"
"Music Therapy - 174.json","122","87.5","136","36","100","117","36","474","77","397","441","77","43","17","0.54","0.91","0.99","1.0","1.0","8.547"
"Nursing - 177.json","125","87.5","256","122","134","598","122","1076","481","595","3202","481","20","40","0.08","0.34","0.63","0.84","0.94","10.1878"
"Organizational Communication - 117.json","123","87.5","66","14","52","30","14","244","27","217","108","27","30","12","0.21","0.77","0.97","1.0","1.0","9.0566"
"Public Relations - 125.json","123","87.5","78","18","60","39","18","306","43","263","159","43","29","15","0.27","0.77","0.96","1.0","1.0","8.998"
"Sales and Business - 114.json","123","87.5","108","31","77","72","31","454","105","349","345","105","26","24","0.31","0.81","0.97","1.0","1.0","8.9168"
