"STUDENT_ID","FINAL_GRADE_RECEIVED","GPA","GENDER","ACTCOMP","ACTENGL","ACTMATH","ACTSCIR","HSGPA"
"a3da19407896edf06c3a1411c05d5136","B",2.999375,"M",22.0,23.0,26.0,20.0,3.66999816894531
"96187eeadd0c0f102f0051a1f267ec3c","WP",1.000833333,"M",22.0,19.0,23.0,19.0,3.18999862670898
"dff7194411091c553aa6c62530c21267","B+",3.666111111,"M",24.0,24.0,27.0,22.0,4.19999694824219
"e75a45b6a2758989abd2b9e82eb440a3","B",2.335,"F",13.0,10.0,16.0,13.0,3.53999900817871
"2e408e38107eb483732a57eef40e6a83","B-",2.62625,"M",23.0,22.0,26.0,23.0,3.70999908447266
"10a3b476e9f7f927331bd034d542bf0b","WP",2.182727273,"M",18.0,15.0,19.0,21.0,3.32999992370605
"b88fcb14809d019a2cd27794fad29edb","A",3.090666667,"M",25.0,23.0,29.0,26.0,3.72999954223633
"04cb37875acfbd633e2d8e765e9d18be","W",2.498571429,"M",28.0,27.0,27.0,27.0,2.95999908447266
"9011c9678cda2ae6333fd05794e03795","A",3.718461538,"M",28.0,25.0,31.0,28.0,4.0
"73fb211a7052984a3518bd11b941f7f5","A",4.088,"M",25.0,21.0,25.0,25.0,3.91999816894531
"a30e18baf014e612ab6c9b986f8b6820","WP",2.5,"M",23.0,23.0,27.0,24.0,2.80999946594238
"bb64ce6e4748de9ff2f2ae8308f3d968","C",3.022857143,"M",24.0,24.0,25.0,20.0,2.92999839782715
"a858f0efa63db837927e5f84516c504e","B-",3.153076923,"M",24.0,22.0,28.0,24.0,3.41999816894531
"982a48c6318821420b1bb1d3587c82d3","B",3.538461538,"M",27.0,25.0,25.0,30.0,3.36999893188477
"4bb100d963851a96c20c120af6215996","A",3.941764706,"M",28.0,27.0,29.0,28.0,3.88999938964844
"58164e9be46651606d522d7b170c3889","B",3.215,"M",25.0,23.0,31.0,26.0,4.0
"87cdc5ae0b688f25d4c0f170ef89a329","A",3.5825,"M",26.0,27.0,25.0,25.0,3.23999977111816
"6d85e016d7f6a00e5b651a22ef6303c2","A-",3.693076923,"M",23.0,20.0,25.0,22.0,3.5
