"STUDENT_ID","FINAL_GRADE_RECEIVED","GPA","GENDER","ACTCOMP","ACTENGL","ACTMATH","ACTSCIR","HSGPA"
"257dbcd9f151273662688e9f4c68bb0e","A",3.643333333,"F",20.0,21.0,19.0,23.0,3.14999961853027
"cde213d1ee5932529fd91652d736aaa3","B+",3.588235294,"F",23.0,22.0,19.0,23.0,3.69599914550781
"e6a15df928d98e160067a95b032193bf","B+",2.732,"F",20.0,21.0,19.0,24.0,3.375
"720195daa9a5b9b1fd50c40dd68fed1a","C+",0.932,"F",19.0,19.0,23.0,18.0,2.41999816894531
"13da59dff01236cdc81ebf8d69af8ef5","A+",4.019411765,"M",24.0,22.0,28.0,27.0,3.92799949645996
"9efd0bf325de486c25ca2a43aaf97923","A+",4.103125,"M",21.0,20.0,21.0,21.0,3.59999847412109
"30eccf24997dd20a5f382170bf82e4b9","A",4.025384615,"F",26.0,25.0,26.0,31.0,4.09519958496094
"b5543f49d5c4c049385588318459ea7e","A+",3.855625,"F",22.0,23.0,22.0,21.0,3.59999847412109
"f22231b580b432f489b00a7c75063e98","A-",3.613333333,"M",18.0,14.0,21.0,21.0,3.71999931335449
"1779b663b17e61e0b0c29918bfaeda6b","B+",2.553333333,"M",22.0,23.0,18.0,27.0,2.84999847412109
"1aa734aeb26e7659fa5c0ca2a06b04fd","A+",3.478125,"F",21.0,25.0,23.0,14.0,3.43899917602539
"dde8ec57712791a716d53be1193fd2f1","A",3.6675,"M",26.0,25.0,28.0,25.0,3.86959838867188
"c20df8add11fb9c62ca250ba3c88518d","A-",3.77125,"F",22.0,24.0,17.0,23.0,2.91299819946289
"8da64a18506e9b33a5ac352a0d77bf32","C-",2.4,"F",21.0,17.0,19.0,24.0,4.15999984741211
"872d30daa7aed29af0aeff6407bc3c69","C",1.633,"M",18.0,19.0,16.0,18.0,3.43999862670898
"0f809d93d0e02a70cfa82ad7bcea0ac5","A-",3.334,"F",24.0,24.0,26.0,22.0,3.29499816894531
"5ef0ded71c6dabed53910f31ad93952d","B",3.27,"F",26.0,25.0,25.0,25.0,3.30199813842773
"ebdf08b3b34c783b7681963b24948665","B+",2.75,"F",20.0,20.0,16.0,19.0,3.40299987792969
"cb5d0ed7e11d9e05ab8721aa439b4205","D-",1.5,"M",17.0,15.0,15.0,20.0,2.59999847412109
"672dd93d32749aebe7cdbdc00c84e8e4","B+",3.386666667,"M",24.0,20.0,24.0,22.0,3.19999885559082
"3067fa871d0c95766294fa0ba5a66abc","B-",2.666,"M",15.0,10.0,17.0,18.0,3.39999961853027
"c1159096602e4a783fa2078edae037ed","A+",3.4,"M",25.0,25.0,28.0,22.0,3.95399856567383
"2b4f338a4d60f629b42684b482bf2688","B+",3.8,"F",25.0,22.0,23.0,25.0,3.64439964294434
"2d5b8f376f26793bb3216dbef1efb363","W",1.744615385,"F",24.0,24.0,25.0,22.0,3.56399917602539
"acee7da0ffa1f3f4cff7480f03893c3f","A+",0.0,"M",26.0,24.0,27.0,25.0,3.28999900817871
"acee7da0ffa1f3f4cff7480f03893c3f","A+",3.6,"M",26.0,24.0,27.0,25.0,3.28999900817871
"4c86639bdf43251fe98e8a7ec8f5b2ec","B",2.334,"M",21.0,22.0,18.0,26.0,3.2726993560791
"8fa23329e4c621d4da5b20c89e8b4aef","A",3.312941176,"F",23.0,22.0,24.0,24.0,3.73299980163574
"702dabc96654c561606d1b1ff2f845a6","A",3.534,"F",24.0,25.0,24.0,22.0,3.31099891662598
"aeef22581abeafeb9b4ff6d92549af10","A-",3.436875,"F",23.0,22.0,24.0,22.0,3.9158992767334
"f80e363498d2ab773ec304362b0df7f6","W",0.0,"M",27.0,24.0,29.0,33.0,3.78719902038574
"17e6ee9cdfb33f4b9bdeca188f68e813","C",2.70625,"M",23.0,22.0,22.0,21.0,3.29999923706055
"5968bd3270c1a4a885fcab96b066bdeb","A+",4.165,"F",18.0,18.0,16.0,16.0,3.64289855957031
