"STUDENT_ID","FINAL_GRADE_RECEIVED","GPA","GENDER","ACTCOMP","ACTENGL","ACTMATH","ACTSCIR","HSGPA"
"f283c040e638121bded1d627c4eeceb6","A",3.856428571,"F",26.0,24.0,26.0,25.0,4.0
"a841a2a3d4b582bf1ea47d9e1445b533","A",4.135882353,"M",29.0,28.0,29.0,29.0,4.0
"59d8d7b4e84e6e60ca91ffc6bbf46282","A",1.5625,"M",23.0,21.0,26.0,23.0,3.32999992370605
"04cb37875acfbd633e2d8e765e9d18be","A",2.299,"M",28.0,27.0,27.0,27.0,2.95999908447266
"b37a040a06d357ffb29cbe7e99aac62c","A",3.567647059,"M",21.0,20.0,25.0,24.0,4.1099967956543
"15797456c4755a3fe943915df125a01e","A",4.0,"M",23.0,24.0,25.0,23.0,3.44999885559082
"11caf691376b643d147a70a7b7c92160","A",3.5275,"M",21.0,23.0,22.0,21.0,4.0
"66d8ca4106679c72392a5afb4573a715","A",3.500714286,"M",21.0,20.0,21.0,22.0,3.23999977111816
"5b2119f35669ed74b0d7d2e6029f0187","A",3.881764706,"M",27.0,28.0,26.0,28.0,4.0
"d8e94a7eda0a4cd09f68e7fb6d9a1c21","A",2.384615385,"M",22.0,17.0,25.0,23.0,3.40999984741211
"fd121b0eff3885df3e0c9820f9a42626","A",3.288,"M",23.0,22.0,29.0,24.0,3.67999839782715
"c888f8c23be94397010ef08e75c8cbee","A",2.745882353,"M",26.0,23.0,28.0,26.0,3.03999900817871
"dc8be3525afb7d4d6055e1d4b0913946","A",2.82,"M",22.0,22.0,22.0,23.0,3.03999900817871
"f68d4c2cac6370fa59b7fcb1992c3047","A",4.116470588,"M",30.0,33.0,30.0,31.0,4.0
"6a0817764cd05be154b9aba6bfa51be1","A",3.8325,"M",20.0,17.0,19.0,22.0,3.0099983215332
"766bcc2a4a4e650c27f16caa3a3bc705","A",3.693076923,"M",24.0,23.0,27.0,22.0,3.63999938964844
"1d61d287f2a2e2a8a6a74eefbcb59672","A",3.922352941,"M",24.0,20.0,26.0,25.0,2.76999855041504
"58077e120e3268fe2973842f4a65b64f","A",1.785714286,"M",28.0,28.0,28.0,30.0,3.1299991607666
"a32c2523c875d6da3ffbbd7e38227337","A",4.04125,"F",24.0,29.0,26.0,25.0,4.0
"7c828948283330d3425630ba5def927d","A",3.462307692,"F",24.0,31.0,25.0,22.0,3.28999900817871
"a30e18baf014e612ab6c9b986f8b6820","A",2.915833333,"M",23.0,23.0,27.0,24.0,2.80999946594238
"e091b89c60f3ad6108fa7ccaaa6c13f8","A",4.146666667,"M",25.0,23.0,28.0,25.0,3.82999992370605
"92f65b9895a08a0fe8377073e34a92af","A",3.25,"M",24.0,21.0,27.0,26.0,3.18999862670898
"19b0ec62f524697b90ca833fb268fa7b","A",3.1675,"M",23.0,23.0,25.0,20.0,3.13999938964844
"ee3b34cb9f7ab0a27a0dd4209ea81f3d","B+",3.54,"M",27.0,26.0,25.0,23.0,2.27999877929688
"e56d8bd5704af11ea415f738d57e9054","A",3.335,"M",27.0,25.0,30.0,25.0,2.80999946594238
"96aa97e82552b0f12777f6b5b51aa6e7","A",3.750625,"F",23.0,24.0,23.0,22.0,3.86999893188477
"6d78428ce09a4f4038baf67f26f09e4b","A",3.311875,"M",25.0,27.0,23.0,24.0,2.2599983215332
"130a9953da2b4fec73558ffc68bc3f3d","A",4.0,"M",22.0,21.0,24.0,21.0,3.38999938964844
"e9f6e9722c4fbf056c5cf8f0a7889f26","A",3.4,"M",27.0,30.0,27.0,25.0,4.0
"55310369836e15079cd03f4527e95140","A",3.842105263,"M",27.0,28.0,28.0,24.0,3.82999992370605
"a316cdb1bb7b648bdd709737be66edaf","A",2.7475,"M",21.0,23.0,25.0,15.0,3.05999946594238
"558e3d37543ccf54f55f6a495378ad67","A",3.026153846,"M",14.0,12.0,13.0,18.0,2.31999969482422
"a6ba92b27e0066dcc1ed522335f4e1c4","A",3.555,"M",22.0,25.0,21.0,22.0,3.70999908447266
"b0de9eff4903eb88f31a11e109538c17","A",2.5,"M",25.0,25.0,23.0,23.0,3.84999847412109
"29237075989fcfce0343f3ebf27e3110","A",1.9,"M",19.0,19.0,18.0,19.0,2.91999816894531
