"STUDENT_ID","FINAL_GRADE_RECEIVED","GPA","GENDER"
"04a0f92092dfcfcaa605a173195332d1","C",2.6,"F"
"58d233930ab672c915a234615f4050fa","C+",1.102307692,"F"
"e18a853a43499dee7c39c69bc274b3df","A",4.228461538,"F"
"b58ecf04d8bce7a6a4064f23490c8fe8","W",0.0,"F"
"978424d80b8cff42c87364c2c543a994","WF",2.725294118,"F"
"0d039994adbbc4fbd70111089179da92","C",2.616153846,"F"
"83a98f5decca8a60b5f9d673ff31a35c","B",3.0,"F"
"eba18b5cb06435e36ebbdb2e7374491d","B-",3.468,"F"
"b99d56062ecacf220ffe95875d1b5d0b","A",3.7,"F"
"b99d56062ecacf220ffe95875d1b5d0b","A",3.7,"F"
"d130f8649f558ba3a950620837da4666","A-",3.466,"M"
"d130f8649f558ba3a950620837da4666","A-",3.667272727,"M"
"4b11b61c4567a85a4bd79c2557fff186","D",1.428571429,"F"
"4fcc3747fc8cb6ff8f570fa3b7de4519","C",1.7525,"M"
"5f3f36451012118fe6849babedc62cb3","A",4.297,"M"
"5f3f36451012118fe6849babedc62cb3","A",4.297,"M"
"27b402a12ca352e38caff3be9af12dfd","B",3.0,"M"
"cfbdc5966608e8dc86a6b90d439b7518","B",3.926111111,"M"
"6732aefb4f58986089adc8546e345844","B-",2.811428571,"M"
"6732aefb4f58986089adc8546e345844","B-",0.0,"M"
"ffd70d766678d9c228b8bd151d6772ba","B",3.03,"F"
"733cd40a3eb3f6a7c3d92779078d169b","B",2.4975,"F"
"733cd40a3eb3f6a7c3d92779078d169b","B",2.4975,"F"
"cf5ecd959e598498d2c45497520b5ea8","W",0.0,"F"
"6f3f3cca2dc601733d60638d86caef12","WP",1.835,"F"
"6f3f3cca2dc601733d60638d86caef12","WP",1.835,"F"
"3ea42042c49c188059624a4547bd73b1","B+",3.475714286,"F"
"c7abb59c2fa7329d1b38e1e2aec0b364","A",3.383846154,"F"
"956110079e2910284d497955038a30e8","D-",0.743846154,"F"
"076c73034fe64cd382f7642464c2004a","A",3.499375,"F"
"06c925d4e2a745ee86232d37ce71acf4","A+",4.0,"F"
"06c925d4e2a745ee86232d37ce71acf4","A+",4.055,"F"
"cfff6058900e36a4f734a5e7112f2387","A-",3.855625,"F"
