"STUDENT_ID","FINAL_GRADE_RECEIVED","GPA","GENDER"
"540028b008b794bfb98316e754a84304","A",4.0,"M"
"e67bb0d8af337f742e774634d280545b","A-",3.686666667,"F"
"3eb182680a2cffba1638dddf0619d81d","A-",2.854375,"M"
"dc8be3525afb7d4d6055e1d4b0913946","A-",2.82,"M"
"f593d4907ba3b4f40bc397cd645c7536","A-",4.036666667,"M"
"7313f42c5f142f69c36cae8b7d612570","A-",3.873076923,"M"
"e091b89c60f3ad6108fa7ccaaa6c13f8","A",4.146666667,"M"
"ee3b34cb9f7ab0a27a0dd4209ea81f3d","A",3.54,"M"
"f53d249b9d3a0c4a7ed6676a4f34a257","A",2.666875,"M"
"59740ce9f698c97ef1819a7ecc14b2c2","A-",3.312142857,"M"
"1c81634feec34481316035cedbbc657d","A-",3.709333333,"F"
"1b7b9209d53fb33234370d1cf320176f","A",3.586923077,"M"
"6737ed0bfaebffa67f736d984166dac5","A",3.556,"M"
"a282c5df6743c203e688afab260a9370","A+",0.0,"M"
"a282c5df6743c203e688afab260a9370","A+",4.132,"M"
"beb1f42087c34b6c8cfdd552c052565c","A-",3.29125,"M"
"3b0a2fa4030fbf8456c5b56f0a5ef45a","A",3.48,"M"
"a43d1dfc285dad24532ce86654943254","A+",3.243333333,"M"
"d690c8d1faf2a2208767b6e7e9814aeb","A",3.317894737,"M"
"c918be144d166f6cbb2f8c932dda4ee6","WP",0.0,"M"
"441a299365145edb62117b53017076bc","A",3.23,"M"
"c315426f63fbcc0596ac96bf3711c510","A+",3.804166667,"M"
"74ab85bb1d24775c1986b56f43cc3bb9","A",2.636363636,"M"
"c997de761c24af5061462fb27f093f3e","A+",2.888333333,"F"
"823ff374766051606a817c03cf89b390","A",3.717692308,"M"
"08e7e607307052d2bca941a035837241","A+",3.547857143,"M"
"c0c2ba62649e5ea88cf4c5c3127c40bd","A+",4.33,"M"
"ff90ad9de73c7ce29b86c32d8bffa2c1","A",4.0,"M"
"ff90ad9de73c7ce29b86c32d8bffa2c1","A",0.0,"M"
"bc197892e9aed7109af40a6bb59c9174","A-",3.1125,"M"
"601fb9f8a598e8f967eb15672107d368","A",3.63,"M"
"b7f1dea972a1d5a530b2cdc98f3c5c08","A+",3.20875,"M"
"4deceaab98bae42931901d57f4bbd80b","A",4.0,"M"
"5751570fc25969be1f648164170099bd","A+",4.091666667,"M"
"5a637fef212adc2cd48291515fd0675b","A",2.668571429,"M"
"701725540753fa33f90cbef6cd2c6e99","A+",3.920588235,"M"
"11d0bb379c31ec90693a5290960f2ad5","A",2.999285714,"M"
"921c36eeaf6beee3650f738516e005d1","A+",3.628888889,"M"
"62226b7c02018519695373096d064e76","A+",3.978,"M"
"1b27ec44b5c11a7b58e6e155ce3d5b33","A",4.0,"M"
"3a0e34062ce977a2ddd50dbcb6f71dc0","B",3.749375,"M"
"0afef77667568bf43c00f63ed601ab54","A",4.070714286,"M"
"821bcd01bbbc5e0e7a1978cfe6ef6b99","A",3.465333333,"M"
"fbae94849f6e5cab9e38af1422e49726","A",3.866,"M"
"92f65b9895a08a0fe8377073e34a92af","A-",3.306666667,"M"
"b7364326697fc7ca238e0b61d883d014","A+",3.775,"F"
"30577ffa151b7dc92132012bdc56da7e","A",3.734,"M"
"674cd1ab7cedfecbb593d1729b21ddad","A",4.128333333,"M"
"e5216b9b4e56c100f93a9009f26e2058","A",3.470588235,"M"
"c5d33250b1195467f31bcfbbd3d9bfaf","A",3.333333333,"M"
"ec5a938e0026563af6139e6074377e62","A",3.785714286,"F"
"6999df0d504ca1a7cfa6500f7a95e642","A",3.544545455,"M"
"abe1a54e289c79312e69eb7d5be744b0","A-",2.866,"F"
"9b6264b12df8ca3338aee5280dbcf1e8","A-",3.394545455,"M"
"bc051f126ddb7921d141130f4083f249","A",3.705294118,"M"
"17f8cd7df28f394c49387a5166d9905d","A",3.357142857,"M"
