"combinations","n","pMax","pAvg","r2"
"credits","1","3.171092225099725e-7","1.5855766351643012e-7","0.4206873050632186"
"complexity","1","1.4334682211120043e-7","7.167341105560021e-8","0.4346479623534414"
"blocking","1","6.820093839987555e-10","3.4100469199937776e-10","0.5139827570675519"
"delay","1","6.727306343379092e-6","3.363653171689546e-6","0.36021897688905"
"centrality","1","5.02510900246818e-11","2.51255450123409e-11","0.5452673528676307"
"reachability","1","6.820093839987555e-10","3.4100469199937776e-10","0.5139827570675519"
"free","1","0.0035568246836478125","0.0017786053079101563","0.1909613495822441"
"edges","1","1.4222656601593947e-6","7.111328300796974e-7","0.3924083746263102"
"credits,complexity","2","3.404101277787195e-8","1.6281664675957946e-8","0.6977297217728056"
"credits,blocking","2","2.1646391528680554e-8","7.225994371922644e-9","0.7435882338587626"
"credits,delay","2","1.1574135612246826e-6","4.020344579339928e-7","0.6542699274703601"
"credits,centrality","2","6.646974161814914e-11","2.215702013912118e-11","0.7949548606386445"
"credits,reachability","2","2.1646391528680554e-8","7.225994371922644e-9","0.7435882338587626"
"credits,free","2","0.009884129018965142","0.0032952043457425036","0.5132487694961483"
"credits,edges","2","7.616672584527233e-5","3.228937006252667e-5","0.5996942016112515"
"complexity,centrality","2","0.37418091698601175","0.1254133614508132","0.5553014403646697"
"complexity,reachability","2","0.0009657041783742324","0.00032792226936630706","0.6293355722677108"
"complexity,free","2","0.5043449830351053","0.16813942172673457","0.4417580779778739"
"complexity,edges","2","0.2398845881803206","0.09426054740035794","0.4561124392412744"
"blocking,delay","2","0.0009657041783743103","0.000322055788345075","0.6293355722677108"
"blocking,centrality","2","0.950547139041697","0.3569843406611592","0.5453173217656955"
"blocking,free","2","0.8408038406605016","0.2802684019269989","0.5145423773561013"
"blocking,edges","2","0.8416052641450507","0.2815364571100943","0.5145366881402327"
"delay,centrality","2","0.1885953732421095","0.06287991298041279","0.5666684388891827"
"delay,reachability","2","0.0009657041783745048","0.0003220557883451399","0.6293355722677108"
"delay,free","2","0.28264257571948426","0.09456762935581518","0.3806459720258806"
"delay,edges","2","0.17039154543256857","0.07354493695018631","0.4233731552551031"
"centrality,reachability","2","0.9505471390416953","0.35698434066115853","0.5453173217656955"
"centrality,free","2","0.7040318653419314","0.23467734008396426","0.5471346010739608"
"centrality,edges","2","0.6959392318155551","0.23216001825074198","0.547243065355232"
"reachability,free","2","0.8408038406605016","0.2802684019269989","0.5145423773561013"
"reachability,edges","2","0.8416052641450507","0.2815364571100943","0.5145366881402327"
"free,edges","2","0.7078903718686143","0.23616182974917257","0.39483583091660523"
"credits,complexity,centrality","3","0.07532033280955329","0.01883136812576684","0.812407039031893"
"credits,complexity,reachability","3","0.001469625308696887","0.00037292257642182307","0.8023860327495003"
"credits,complexity,free","3","0.7704954092406737","0.19262508831579503","0.6984844383498559"
"credits,complexity,edges","3","0.8964078553605324","0.2243237642443969","0.6978803564203011"
"credits,blocking,delay","3","0.0014696253086969122","0.00036752999539241954","0.8023860327495"
"credits,blocking,centrality","3","0.2175423493698187","0.05469742012524414","0.8037321321778336"
"credits,blocking,free","3","0.8547206011678468","0.21368016682496555","0.7438408152688648"
"credits,blocking,edges","3","0.19569720677588145","0.04892510292658957","0.7556216938352208"
"credits,delay,centrality","3","0.04972578225882146","0.012431457415461283","0.8158148159387324"
"credits,delay,reachability","3","0.0014696253086970686","0.00036752999539245863","0.8023860327495002"
"credits,delay,free","3","0.48578409423308716","0.12148013599245623","0.6591407129890783"
"credits,delay,edges","3","0.45887792541432887","0.11829147387437597","0.6597601007482077"
"credits,centrality,reachability","3","0.21754234936981595","0.05469742012524345","0.8037321321778337"
"credits,centrality,free","3","0.8335556236512534","0.20838890594928727","0.7952208345548026"
"credits,centrality,edges","3","0.1116116371992402","0.02790290955263696","0.8091624462739848"
"credits,reachability,free","3","0.8547206011678468","0.21368016682496555","0.7438408152688648"
"credits,reachability,edges","3","0.19569720677588145","0.04892510292658957","0.7556216938352208"
"credits,free,edges","3","0.6019104323037083","0.15188493005968484","0.6028726701474503"
"complexity,centrality,reachability","3","0.967210678991161","0.24546439373216616","0.6293539931202232"
"complexity,centrality,free","3","0.5964786101126051","0.23481812903560925","0.5589381222041938"
"complexity,centrality,edges","3","0.4897088948450673","0.19695453646081482","0.5614560922622257"
"complexity,reachability,free","3","0.7498940471596529","0.18775453489248786","0.6304401225942473"
"complexity,reachability,edges","3","0.414096938714558","0.10371749123467615","0.6364673066830819"
"complexity,free,edges","3","0.8053166094343929","0.2952303841120945","0.4570824830153195"
"blocking,delay,centrality","3","0.9672106789911598","0.2472980213347733","0.6293539931202231"
"blocking,delay,free","3","0.7498940471596443","0.18774720809388565","0.6304401225942475"
"blocking,delay,edges","3","0.4140969387145567","0.10370948156735407","0.6364673066830818"
"blocking,centrality,free","3","0.9659162774965753","0.4483826238799746","0.5471589200404167"
"blocking,centrality,edges","3","0.8890153895061618","0.42247087488459817","0.5475022435403911"
"delay,centrality,reachability","3","0.967210678991159","0.24729802133477277","0.6293539931202232"
"delay,centrality,free","3","0.6032842908067979","0.19532840934790524","0.5700833777454406"
"delay,centrality,edges","3","0.4977841077904023","0.16380027985171017","0.5724486495820758"
"delay,reachability,free","3","0.749894047159646","0.1877472080938861","0.6304401225942475"
"delay,reachability,edges","3","0.4140969387145841","0.10370948156736096","0.6364673066830819"
"delay,free,edges","3","0.760536438156712","0.2620625920738923","0.42494421896504964"
"centrality,reachability,free","3","0.965916277496577","0.44838262387997363","0.5471589200404168"
"centrality,reachability,edges","3","0.8890153895061643","0.4224708748845992","0.5475022435403911"
"centrality,free,edges","3","0.8098826022330312","0.4019419128566642","0.5480124747621145"
"credits,complexity,centrality,reachability","4","0.24009864263440545","0.07956495302010426","0.819937025473914"
"credits,complexity,centrality,free","4","0.9532237068485274","0.207023818467718","0.8124265971382588"
"credits,complexity,centrality,edges","4","0.25863156158387873","0.08604695170746327","0.8193909563287017"
"credits,complexity,reachability,free","4","0.486146299426593","0.09748478536243864","0.805248550306741"
"credits,complexity,reachability,edges","4","0.010928345817887571","0.002199643319509013","0.8348083147825427"
"credits,complexity,free,edges","4","0.8021291864789781","0.30454505976056623","0.6990571107578437"
"credits,blocking,delay,centrality","4","0.38474861149199036","0.10849494679161746","0.8199370254739141"
"credits,blocking,delay,free","4","0.4861462994265739","0.09748070313082555","0.8052485503067413"
"credits,blocking,delay,edges","4","0.010928345817887687","0.0021996101035076116","0.8348083147825427"
"credits,blocking,centrality,free","4","0.9172776695085695","0.2297073685541225","0.8037962707464279"
"credits,blocking,centrality,edges","4","0.5494343089126663","0.16081976034986073","0.8112124024522058"
"credits,blocking,free,edges","4","0.814457039921086","0.20272297037486742","0.756028864995251"
"credits,delay,centrality,reachability","4","0.3847486114919932","0.10849494679161815","0.8199370254739139"
"credits,delay,centrality,free","4","0.9848856276094993","0.20792394794366578","0.8158168189716907"
"credits,delay,centrality,edges","4","0.21799022561733983","0.06287639951945027","0.8239124559345731"
"credits,delay,reachability,free","4","0.48614629942658943","0.09748070313082864","0.8052485503067413"
"credits,delay,reachability,edges","4","0.01092834581788754","0.0021996101035075817","0.8348083147825425"
"credits,delay,free,edges","4","0.6685243168440358","0.2613411337242201","0.661639877062612"
"credits,centrality,reachability,free","4","0.917277669508541","0.22970736855411658","0.8037962707464277"
"credits,centrality,reachability,edges","4","0.5494343089126537","0.1608197603498605","0.8112124024522059"
"credits,centrality,free,edges","4","0.672507549503794","0.15583993373760768","0.8101901970115734"
"credits,reachability,free,edges","4","0.814457039921086","0.20272297037486742","0.756028864995251"
"complexity,centrality,reachability,free","4","0.9749260170734075","0.34941718872077143","0.6304511854539523"
"complexity,centrality,reachability,edges","4","0.7983505733456184","0.2420020722226206","0.6371849244659994"
"complexity,centrality,free,edges","4","0.771507599784621","0.3342694803277241","0.5625739698405439"
"complexity,reachability,free,edges","4","0.934391261049532","0.27840295152603545","0.6365419454082275"
"blocking,delay,centrality,free","4","0.9749260170734086","0.3511654845596587","0.6304511854539518"
